Median_House_Value,Median_Income,Median_Age,Tot_Rooms,Tot_Bedrooms,Population,Households,Latitude,Longitude,Distance_to_coast,Distance_to_LA,Distance_to_SanDiego,Distance_to_SanJose,Distance_to_SanFrancisco
94300.00,2.26,20.00,1401.00,280.00,668.00,250.00,39.74,-122.13,142143.42,720518.73,898896.38,268163.34,220167.46
85400.00,3.35,23.00,1658.00,307.00,836.00,297.00,39.70,-122.18,137560.43,718814.56,897329.91,264104.88,215270.52
73100.00,1.94,16.00,2026.00,396.00,1031.00,382.00,39.75,-122.23,133734.19,725773.68,904306.71,270076.45,220416.19
14999.00,1.66,16.00,255.00,73.00,85.00,38.00,39.71,-122.74,89894.94,745210.34,924386.63,274118.58,216934.52
67500.00,2.39,21.00,1155.00,210.00,510.00,175.00,39.68,-122.38,120353.50,725731.34,904562.63,264118.43,211987.34
87500.00,3.64,33.00,419.00,77.00,190.00,67.00,39.65,-122.14,140781.01,712287.05,890800.73,258258.53,210129.94
81600.00,3.25,28.00,1471.00,259.00,673.00,246.00,39.55,-122.18,137080.15,704470.31,883170.33,247508.02,198686.71
71900.00,2.49,25.00,1231.00,240.00,658.00,211.00,39.50,-122.53,107060.86,715802.25,894957.16,246996.18,192116.89
58700.00,2.17,34.00,2679.00,533.00,1287.00,505.00,39.53,-122.19,136197.05,703009.16,881747.16,245386.20,196382.22
71000.00,2.36,22.00,3265.00,658.00,1647.00,594.00,39.53,-122.20,135339.42,703453.67,882205.99,245479.52,196291.48
125000.00,1.37,8.00,1268.00,336.00,1237.00,326.00,39.53,-122.23,132766.53,704792.23,883586.50,245777.76,196042.10
66900.00,2.10,17.00,1201.00,268.00,555.00,277.00,39.51,-122.22,133634.04,702447.58,881250.34,243467.00,193907.63
63400.00,2.06,39.00,2551.00,482.00,1181.00,437.00,39.52,-122.20,135339.97,702503.29,881267.02,244374.42,195185.55
69700.00,2.83,37.00,2358.00,413.00,1060.00,424.00,39.51,-122.20,135349.66,701553.39,880328.46,243269.38,194079.69
53000.00,2.17,23.00,462.00,97.00,261.00,90.00,39.50,-122.19,136226.30,700157.46,878929.81,242069.78,193066.22
70000.00,2.56,23.00,2502.00,481.00,1443.00,455.00,39.72,-122.04,149649.95,714784.39,893025.07,265454.45,219032.36
95300.00,2.85,34.00,2051.00,342.00,958.00,322.00,39.60,-122.05,148421.37,703609.85,882035.89,252173.58,205723.83
77100.00,2.49,43.00,1320.00,215.00,512.00,197.00,39.47,-122.10,143795.46,693311.77,871987.15,238031.81,190772.80
70500.00,1.83,39.00,844.00,161.00,535.00,165.00,39.45,-121.94,147709.17,684447.62,862882.55,235159.52,191191.06
58700.00,2.17,20.00,2332.00,518.00,1856.00,495.00,39.74,-122.01,152369.20,715474.28,893627.89,267563.84,221642.68
60000.00,0.96,52.00,661.00,316.00,392.00,244.00,40.80,-124.17,3514.87,914261.43,1093636.16,432449.25,368229.99
80500.00,1.73,52.00,2416.00,618.00,1150.00,571.00,40.80,-124.16,4044.84,913758.22,1093130.49,432057.90,367881.36
76900.00,1.78,52.00,1264.00,277.00,591.00,284.00,40.79,-124.16,3256.84,912866.81,1092241.51,431073.28,366869.05
75500.00,1.59,52.00,1606.00,419.00,891.00,367.00,40.80,-124.17,3514.87,914261.43,1093636.16,432449.25,368229.99
62500.00,1.85,52.00,1557.00,344.00,758.00,319.00,40.80,-124.17,3514.87,914261.43,1093636.16,432449.25,368229.99
92700.00,2.26,52.00,2148.00,421.00,975.00,430.00,40.79,-124.16,3256.84,912866.81,1092241.51,431073.28,366869.05
85400.00,2.54,50.00,2285.00,403.00,837.00,353.00,40.78,-124.16,2706.68,911975.88,1091352.93,430089.27,365857.32
68300.00,1.64,39.00,1606.00,330.00,731.00,327.00,40.78,-124.17,1936.00,912480.23,1091859.57,430482.53,366207.98
70000.00,1.82,37.00,1371.00,319.00,640.00,260.00,40.78,-124.19,919.95,913490.63,1092874.30,431273.15,366914.35
70500.00,1.75,39.00,1836.00,352.00,883.00,337.00,40.79,-124.18,2206.79,913874.94,1093254.30,431859.25,367570.02
64600.00,1.47,40.00,1398.00,311.00,788.00,279.00,40.79,-124.18,2206.79,913874.94,1093254.30,431859.25,367570.02
70500.00,1.97,43.00,2285.00,479.00,1169.00,482.00,40.79,-124.17,2651.32,913370.59,1092747.66,431465.58,367218.69
82000.00,2.90,43.00,2241.00,446.00,932.00,395.00,40.78,-124.16,2706.68,911975.88,1091352.93,430089.27,365857.32
85600.00,2.85,35.00,2141.00,438.00,1053.00,434.00,40.77,-124.16,2553.05,911085.44,1090464.76,429105.89,364846.17
81300.00,2.22,30.00,1895.00,366.00,990.00,359.00,40.77,-124.17,1714.51,911590.35,1090971.89,429500.10,365197.86
70200.00,2.55,37.00,1453.00,293.00,867.00,310.00,40.78,-124.18,1260.22,912985.14,1092366.69,430877.15,366560.33
72200.00,2.51,33.00,1076.00,222.00,656.00,236.00,40.78,-124.18,1260.22,912985.14,1092366.69,430877.15,366560.33
67000.00,2.16,34.00,1592.00,364.00,950.00,317.00,40.78,-124.18,1260.22,912985.14,1092366.69,430877.15,366560.33
116100.00,4.85,13.00,2171.00,339.00,951.00,353.00,40.75,-124.17,2956.52,909812.05,1089197.74,427537.16,363179.39
82800.00,2.81,26.00,1776.00,361.00,992.00,380.00,40.76,-124.17,2145.66,910700.96,1090084.61,428518.31,364188.32
69000.00,2.44,30.00,2975.00,634.00,1367.00,583.00,40.77,-124.19,193.19,912601.88,1091987.59,430292.64,365906.28
67500.00,1.75,50.00,340.00,74.00,235.00,83.00,40.81,-124.15,4408.39,914148.02,1093515.17,432654.11,368548.30
72600.00,2.50,32.00,1373.00,312.00,872.00,306.00,40.80,-124.14,5269.49,912753.50,1092120.61,431279.31,367189.15
74100.00,1.76,47.00,1486.00,335.00,765.00,329.00,40.80,-124.15,4621.18,913255.57,1092625.31,431667.92,367534.41
74700.00,1.61,52.00,2167.00,480.00,908.00,451.00,40.80,-124.16,4044.84,913758.22,1093130.49,432057.90,367881.36
74100.00,1.14,52.00,1703.00,500.00,952.00,435.00,40.80,-124.16,4044.84,913758.22,1093130.49,432057.90,367881.36
81000.00,2.49,38.00,1552.00,290.00,873.00,291.00,40.79,-124.14,4692.07,911860.97,1091230.67,430292.79,366174.83
104200.00,3.17,41.00,2127.00,358.00,911.00,349.00,40.78,-124.15,3510.30,911472.11,1090846.78,429697.39,365508.35
81800.00,3.80,46.00,1975.00,346.00,791.00,349.00,40.78,-124.16,2706.68,911975.88,1091352.93,430089.27,365857.32
90600.00,2.11,46.00,3042.00,597.00,1206.00,541.00,40.79,-124.16,3256.84,912866.81,1092241.51,431073.28,366869.05
86400.00,3.02,37.00,2692.00,488.00,1263.00,486.00,40.79,-124.15,3949.98,912363.60,1091735.84,430682.35,366521.10
92800.00,3.42,35.00,2426.00,423.00,982.00,432.00,40.78,-124.14,4328.55,910968.91,1090341.12,429306.88,365161.07
99600.00,2.91,27.00,3046.00,605.00,1407.00,571.00,40.77,-124.14,4234.39,910077.34,1089451.98,428321.58,364147.89
100600.00,3.38,24.00,2858.00,511.00,1388.00,512.00,40.76,-124.15,3630.50,909690.58,1089069.88,427729.33,363484.60
90000.00,3.40,36.00,2112.00,374.00,829.00,368.00,40.78,-124.15,3510.30,911472.11,1090846.78,429697.39,365508.35
96100.00,2.55,23.00,959.00,212.00,425.00,175.00,40.81,-124.11,7683.38,912145.43,1091501.26,431111.71,367181.42
86900.00,2.11,34.00,2142.00,420.00,1056.00,382.00,40.78,-124.13,5154.48,910466.29,1089835.95,428917.75,364815.49
81100.00,2.25,31.00,2152.00,462.00,1259.00,420.00,40.80,-124.13,5966.36,912252.00,1091616.41,430892.08,366845.59
83000.00,2.88,29.00,2474.00,453.00,1130.00,427.00,40.79,-124.13,5463.21,911358.91,1090725.98,429904.61,365830.26
92800.00,3.58,32.00,2017.00,359.00,855.00,346.00,40.79,-124.13,5463.21,911358.91,1090725.98,429904.61,365830.26
98100.00,3.22,34.00,4183.00,702.00,1891.00,669.00,40.86,-124.06,12501.37,914149.76,1093471.90,434196.56,370632.81
143000.00,3.52,31.00,2414.00,428.00,1005.00,401.00,40.85,-124.05,12987.41,912755.85,1092077.85,432827.63,369282.43
133900.00,3.98,22.00,2588.00,435.00,1198.00,442.00,40.80,-124.02,14672.82,906773.70,1086102.59,426724.49,363179.40
150000.00,1.12,18.00,1287.00,484.00,805.00,502.00,40.86,-124.08,10932.31,915138.53,1094468.15,434941.88,371286.13
75000.00,1.17,25.00,1322.00,387.00,794.00,379.00,40.86,-124.09,10161.39,915633.78,1094967.02,435316.63,371615.35
87500.00,1.16,44.00,692.00,206.00,398.00,211.00,40.87,-124.09,10670.37,916532.42,1095862.16,436311.90,372638.33
99200.00,2.21,47.00,1765.00,326.00,796.00,333.00,40.87,-124.07,12156.89,915543.61,1094865.88,435565.62,371983.51
101100.00,1.15,29.00,1710.00,469.00,990.00,425.00,40.87,-124.08,11406.83,916037.72,1095363.77,435938.07,372310.07
105800.00,2.22,50.00,921.00,187.00,420.00,187.00,40.88,-124.09,10619.18,917431.52,1096757.69,437307.74,373661.83
153100.00,0.77,31.00,334.00,134.00,780.00,130.00,40.87,-124.07,12156.89,915543.61,1094865.88,435565.62,371983.51
57500.00,1.73,33.00,2235.00,506.00,1165.00,441.00,40.88,-124.15,7688.00,920408.46,1099755.44,439574.20,375661.03
81100.00,2.07,35.00,2987.00,578.00,1581.00,585.00,40.88,-124.10,10362.82,917926.24,1097256.09,437682.05,373990.83
74100.00,1.53,31.00,1982.00,495.00,1052.00,467.00,40.88,-124.09,10619.18,917431.52,1096757.69,437307.74,373661.83
82100.00,2.43,26.00,2683.00,555.00,1353.00,526.00,40.88,-124.09,10619.18,917431.52,1096757.69,437307.74,373661.83
92600.00,2.73,18.00,4032.00,798.00,1948.00,775.00,40.90,-124.10,8242.00,919724.72,1099047.38,439673.58,376037.43
50800.00,3.35,52.00,1112.00,209.00,544.00,172.00,40.81,-124.23,2328.67,918180.64,1097566.36,435804.50,371362.61
139500.00,2.57,12.00,2087.00,424.00,1603.00,438.00,40.88,-124.06,11720.67,915950.84,1095265.44,436193.10,372684.98
136000.00,3.05,25.00,2395.00,431.00,983.00,375.00,40.66,-123.74,39927.73,880382.66,1059646.49,402627.86,340128.10
78800.00,1.67,13.00,2522.00,719.00,1381.00,628.00,40.91,-124.08,8004.70,919639.12,1098950.16,439928.34,376410.81
79800.00,2.06,24.00,2386.00,565.00,1058.00,414.00,41.03,-123.76,32018.84,915248.37,1094303.42,441171.94,379612.42
36700.00,1.05,31.00,938.00,238.00,425.00,157.00,41.32,-123.85,19585.13,946300.52,1125213.26,473918.28,412619.89
50000.00,1.82,19.00,1970.00,431.00,1166.00,363.00,41.09,-123.72,35938.84,918950.87,1097928.61,446139.36,384964.85
59200.00,1.49,19.00,1797.00,384.00,1033.00,327.00,41.11,-123.63,43019.74,916694.19,1095573.22,445552.92,384954.43
62700.00,1.81,22.00,1580.00,372.00,686.00,264.00,41.30,-123.66,35364.38,935849.56,1114592.13,466274.44,405974.62
83800.00,2.15,17.00,1564.00,345.00,517.00,222.00,41.01,-123.52,51653.27,902352.78,1081208.75,431964.82,371783.86
62800.00,2.02,29.00,1029.00,239.00,509.00,196.00,41.36,-124.08,2854.89,960640.32,1139711.37,485366.45,423027.14
119400.00,2.47,22.00,3263.00,799.00,1384.00,578.00,41.13,-124.06,7295.18,938616.30,1117813.96,461325.23,398492.35
143400.00,3.02,32.00,1020.00,215.00,421.00,198.00,41.06,-124.14,10049.11,936123.17,1115397.71,457130.73,393746.49
97900.00,1.97,26.00,1633.00,380.00,890.00,370.00,41.04,-124.10,8287.89,932365.12,1111629.69,453674.66,390417.90
102700.00,3.54,21.00,1513.00,319.00,943.00,301.00,40.97,-124.01,10335.49,921647.01,1100899.76,443413.94,380390.40
98800.00,2.95,29.00,1429.00,268.00,672.00,266.00,40.92,-124.00,12474.40,916626.17,1095897.48,438022.44,374909.59
75600.00,2.46,28.00,1470.00,336.00,811.00,314.00,40.89,-124.01,13625.00,914398.69,1093687.98,435366.83,372122.47
84200.00,2.69,41.00,1719.00,372.00,844.00,336.00,40.88,-123.98,16282.17,912028.01,1091307.87,433282.24,370155.32
106300.00,3.29,28.00,1272.00,259.00,519.00,220.00,40.93,-123.88,21711.72,911737.96,1090939.32,434851.12,372369.33
75500.00,2.17,23.00,1672.00,385.00,1060.00,390.00,41.02,-124.16,6023.63,933488.09,1112788.47,453868.27,390289.24
111300.00,2.68,18.00,3297.00,662.00,1554.00,578.00,40.99,-124.08,4992.82,926863.83,1106141.52,447934.70,384635.41
96000.00,3.14,20.00,1075.00,214.00,529.00,196.00,40.95,-124.16,3152.30,927186.11,1106513.09,446898.87,383132.22
81700.00,2.96,19.00,1734.00,365.00,866.00,342.00,40.95,-124.11,2932.40,924720.39,1104027.96,445031.44,381486.75
99600.00,2.59,18.00,2250.00,484.00,1248.00,472.00,40.95,-124.09,4235.01,923738.12,1103037.34,444293.98,380840.15
73600.00,3.51,25.00,2392.00,474.00,1298.00,461.00,40.93,-124.11,4829.76,922918.42,1102233.74,443036.21,379437.06
90200.00,2.76,17.00,1661.00,329.00,948.00,357.00,40.93,-124.11,4829.76,922918.42,1102233.74,443036.21,379437.06
70100.00,2.31,18.00,1550.00,345.00,941.00,335.00,40.94,-124.08,5554.16,922344.99,1101644.03,442926.76,379491.49
126900.00,2.82,12.00,2497.00,491.00,1153.00,462.00,40.92,-124.09,6613.64,921032.54,1100343.73,441296.61,377760.79
165600.00,5.03,14.00,1452.00,217.00,516.00,181.00,40.94,-124.05,7724.31,920876.01,1100161.83,441832.32,378536.40
78400.00,1.90,17.00,1485.00,345.00,823.00,316.00,40.95,-124.10,3544.30,924228.97,1103532.41,444662.03,381162.62
119700.00,2.99,23.00,2103.00,411.00,1019.00,387.00,40.81,-124.07,10979.97,910152.08,1089495.20,429591.51,365841.80
119900.00,3.81,28.00,3513.00,634.00,1658.00,598.00,40.72,-124.02,15451.26,899592.60,1078947.80,418758.55,354984.64
111800.00,3.97,33.00,644.00,129.00,334.00,121.00,40.73,-124.10,8905.11,904497.51,1083872.03,422819.30,358708.51
128900.00,4.04,17.00,2026.00,338.00,873.00,313.00,40.74,-124.17,3309.40,908923.63,1088311.28,426556.64,362171.05
100500.00,2.84,18.00,2581.00,499.00,1375.00,503.00,40.72,-124.14,6456.26,905626.74,1085012.40,423404.51,359090.72
130600.00,4.21,23.00,580.00,117.00,320.00,109.00,40.67,-124.14,7362.38,901188.37,1080583.08,418503.50,354048.61
90100.00,3.54,21.00,5694.00,1056.00,2907.00,972.00,40.73,-124.19,2370.42,909051.77,1088444.83,426377.08,361880.07
58100.00,1.65,32.00,1218.00,331.00,620.00,268.00,40.75,-124.21,453.55,911841.93,1091234.97,429135.43,364611.24
79000.00,2.52,36.00,2349.00,528.00,1194.00,465.00,40.69,-124.27,2251.77,909614.80,1089022.03,425759.49,360832.35
107000.00,3.05,35.00,952.00,178.00,480.00,179.00,40.62,-124.18,9150.22,898815.23,1078221.02,415252.56,350489.34
86400.00,2.90,32.00,1595.00,309.00,706.00,277.00,40.62,-124.17,9493.89,898301.17,1077706.07,414842.10,350119.95
92100.00,2.58,43.00,2131.00,399.00,910.00,389.00,40.62,-124.13,11401.52,896250.66,1075651.15,413214.28,348659.78
85100.00,2.45,39.00,1322.00,283.00,642.00,292.00,40.60,-124.16,11863.58,896023.14,1075428.95,412488.17,347750.72
79600.00,2.09,39.00,1186.00,238.00,539.00,212.00,40.59,-124.15,13232.60,894626.97,1074032.80,411106.06,346381.69
128100.00,4.03,27.00,1148.00,206.00,521.00,219.00,40.60,-124.14,12675.99,894995.56,1074399.51,411670.17,347016.20
66800.00,1.56,22.00,1665.00,405.00,826.00,382.00,40.59,-124.14,13630.23,894112.89,1073517.83,410696.74,346014.19
76800.00,2.18,17.00,2985.00,610.00,1544.00,584.00,40.59,-124.14,13630.23,894112.89,1073517.83,410696.74,346014.19
95200.00,3.44,32.00,1878.00,340.00,937.00,353.00,40.59,-124.05,18600.67,889512.18,1068905.20,407076.85,342786.42
97300.00,2.76,24.00,2978.00,553.00,1370.00,480.00,40.55,-124.09,19639.99,888013.92,1067417.91,404764.09,340179.54
92600.00,2.32,31.00,1854.00,365.00,883.00,310.00,40.57,-123.96,26062.68,883174.04,1062552.80,401593.04,337663.75
77100.00,1.72,25.00,2015.00,524.00,746.00,251.00,40.48,-123.73,47871.00,863603.32,1042938.75,384061.60,321062.69
92500.00,2.70,25.00,1899.00,357.00,891.00,355.00,40.58,-124.14,14606.79,893230.73,1072636.57,409724.01,345012.85
75100.00,2.14,29.00,2864.00,600.00,1314.00,562.00,40.57,-124.14,15601.49,892349.08,1071755.74,408751.99,344012.20
74100.00,2.49,33.00,1348.00,234.00,573.00,236.00,40.57,-124.11,16852.46,890806.81,1070210.79,407526.33,342913.57
94800.00,3.25,38.00,544.00,89.00,240.00,91.00,40.55,-124.13,17276.72,890071.48,1069478.88,406398.04,341642.71
72300.00,2.24,30.00,1927.00,393.00,996.00,374.00,40.50,-124.10,21881.54,884120.34,1063528.97,400307.42,335533.88
57500.00,1.76,42.00,2380.00,553.00,1300.00,504.00,40.50,-124.10,21881.54,884120.34,1063528.97,400307.42,335533.88
70500.00,2.39,38.00,2220.00,426.00,1041.00,401.00,40.44,-124.09,23834.05,878328.96,1057739.04,394078.06,329170.82
55000.00,3.53,52.00,1196.00,236.00,965.00,265.00,40.47,-124.10,23098.90,881482.29,1060892.06,397398.38,332537.02
71300.00,2.61,34.00,1006.00,213.00,443.00,158.00,40.45,-124.03,29006.01,876102.61,1055510.09,392574.95,327958.77
111400.00,2.36,52.00,2217.00,394.00,907.00,369.00,40.58,-124.26,5806.90,899444.32,1078854.27,414740.33,349550.83
106700.00,3.08,52.00,2694.00,453.00,1152.00,435.00,40.54,-124.23,10269.11,894380.72,1073790.44,409621.49,344435.86
94600.00,3.01,52.00,1820.00,300.00,806.00,270.00,40.54,-124.35,5726.32,900683.27,1080084.09,414836.55,349213.80
76100.00,1.94,32.00,1430.00,419.00,434.00,187.00,40.28,-124.25,7012.14,872898.76,1052264.85,385851.44,319873.10
135600.00,2.63,17.00,1319.00,267.00,393.00,163.00,40.06,-124.08,4541.26,844834.10,1024179.92,357462.64,291465.87
70700.00,1.32,16.00,2088.00,535.00,816.00,326.00,40.22,-124.00,16723.03,854379.60,1033782.28,369070.91,303883.86
74000.00,2.10,28.00,2809.00,605.00,1093.00,438.00,40.28,-123.84,30749.12,851307.63,1030713.64,368296.49,304056.37
54300.00,1.73,31.00,1852.00,452.00,917.00,359.00,40.24,-123.68,39841.20,839583.46,1018971.90,358163.49,294664.16
76800.00,1.22,19.00,2283.00,634.00,1184.00,453.00,40.16,-123.82,25585.89,839694.51,1019104.58,355738.38,291203.81
82400.00,2.09,33.00,2985.00,591.00,1221.00,486.00,40.12,-123.82,24698.53,836183.48,1015592.46,351840.64,287171.83
101500.00,1.96,35.00,2052.00,477.00,900.00,402.00,40.11,-123.75,29985.30,831656.15,1011066.19,348017.76,283679.26
101900.00,2.19,17.00,2019.00,496.00,899.00,347.00,40.05,-123.78,22845.51,827955.70,1007362.74,343383.45,278679.94
60800.00,1.88,38.00,1327.00,262.00,784.00,231.00,33.12,-115.52,51942.20,272751.10,159640.67,744523.90,811821.22
53400.00,2.16,18.00,1109.00,283.00,1006.00,253.00,33.13,-115.52,53033.08,272317.02,159949.02,743797.74,811084.23
46700.00,2.10,21.00,1024.00,218.00,890.00,232.00,33.12,-115.51,51767.98,273608.04,160536.51,745229.06,812518.46
40000.00,1.00,33.00,1234.00,373.00,777.00,298.00,33.19,-115.46,58901.05,274993.61,167250.05,743723.61,810892.83
43300.00,1.66,32.00,1995.00,523.00,1069.00,410.00,33.24,-115.51,64941.04,268671.95,164673.23,736585.75,803737.86
72500.00,2.45,37.00,709.00,187.00,390.00,142.00,33.20,-115.60,62373.78,262467.38,155283.11,733077.02,800350.64
87500.00,2.90,27.00,452.00,103.00,258.00,61.00,33.09,-115.73,50076.83,256278.54,139934.06,732041.34,799526.31
61200.00,2.05,17.00,1009.00,231.00,745.00,217.00,33.04,-115.62,45011.20,267923.73,148360.52,743388.34,810841.95
62000.00,2.30,20.00,1121.00,244.00,766.00,230.00,33.04,-115.62,45011.20,267923.73,148360.52,743388.34,810841.95
91700.00,3.35,31.00,314.00,61.00,152.00,56.00,33.04,-115.60,45349.27,269606.66,150172.85,744780.47,812219.70
107800.00,3.40,29.00,1141.00,220.00,684.00,194.00,32.99,-115.41,36487.15,288003.86,166387.49,761744.08,829092.46
113500.00,3.20,17.00,841.00,146.00,473.00,154.00,32.96,-115.59,36922.87,274371.37,149272.04,751413.37,818919.39
58600.00,1.46,32.00,1615.00,382.00,1307.00,345.00,32.98,-115.52,36802.58,279222.31,156093.38,754788.31,822227.16
66400.00,2.21,21.00,1302.00,327.00,1244.00,316.00,32.98,-115.52,36802.58,279222.31,156093.38,754788.31,822227.16
62200.00,1.72,25.00,2578.00,634.00,2082.00,565.00,32.99,-115.53,38133.54,277896.95,155382.01,753352.26,820788.80
63700.00,1.91,20.00,1402.00,287.00,1104.00,317.00,32.99,-115.51,37632.82,279576.09,157214.26,754746.47,822168.61
69400.00,1.54,23.00,1459.00,373.00,1148.00,388.00,32.99,-115.54,38415.56,277058.22,154466.20,752655.84,820099.52
60600.00,1.95,27.00,1513.00,395.00,1121.00,381.00,32.98,-115.54,37361.27,277547.03,154258.92,753396.21,820849.27
96000.00,4.35,17.00,1697.00,268.00,911.00,254.00,32.99,-115.54,38415.56,277058.22,154466.20,752655.84,820099.52
80800.00,3.26,24.00,2565.00,530.00,1447.00,473.00,32.98,-115.55,37672.29,276710.25,153341.99,752700.83,820160.96
70800.00,3.01,41.00,2429.00,454.00,1188.00,430.00,32.97,-115.54,36310.43,278039.43,154059.38,754137.49,821599.85
70700.00,2.41,35.00,1583.00,340.00,933.00,318.00,32.97,-115.53,36011.86,278875.40,154977.80,754832.71,822288.03
143000.00,5.43,33.00,2266.00,365.00,952.00,360.00,32.98,-115.55,37672.29,276710.25,153341.99,752700.83,820160.96
107200.00,3.82,21.00,2164.00,480.00,1164.00,421.00,32.96,-115.56,35943.48,276867.99,152028.84,753491.79,820977.23
60300.00,1.52,34.00,2231.00,545.00,1568.00,510.00,32.97,-115.53,36011.86,278875.40,154977.80,754832.71,822288.03
66400.00,1.98,24.00,1617.00,366.00,1416.00,401.00,32.97,-115.52,35735.25,279711.95,155896.40,755528.39,822976.64
67500.00,1.99,10.00,1879.00,387.00,1376.00,337.00,32.97,-115.52,35735.25,279711.95,155896.40,755528.39,822976.64
1e+05,3.65,34.00,591.00,139.00,327.00,89.00,32.82,-115.32,19550.39,303913.88,172530.32,780566.16,848012.65
146300.00,6.26,16.00,1136.00,196.00,481.00,185.00,32.76,-115.39,11093.73,301335.16,165724.49,780198.12,847742.95
113800.00,3.32,19.00,1087.00,171.00,649.00,173.00,32.86,-115.40,22057.22,295230.38,165403.24,772032.95,839498.40
74300.00,2.36,23.00,1458.00,294.00,866.00,275.00,32.81,-115.37,16920.22,300303.77,167802.60,777837.51,845326.93
80900.00,1.94,14.00,1276.00,270.00,867.00,261.00,32.82,-115.37,18004.45,299780.43,167866.33,777092.08,844572.73
71100.00,3.57,30.00,1602.00,322.00,1130.00,335.00,32.82,-115.37,18004.45,299780.43,167866.33,777092.08,844572.73
65800.00,1.99,38.00,1892.00,394.00,1175.00,374.00,32.82,-115.38,17826.87,298955.52,166933.60,776398.59,843885.98
67500.00,1.90,35.00,1263.00,262.00,950.00,241.00,32.81,-115.38,16731.12,299480.20,166869.41,777144.60,844640.71
68600.00,1.76,32.00,741.00,191.00,623.00,169.00,32.81,-115.37,16920.22,300303.77,167802.60,777837.51,845326.93
62300.00,3.24,33.00,1365.00,269.00,825.00,250.00,32.85,-115.57,25645.26,281768.07,149488.27,761041.41,828627.24
63500.00,1.74,17.00,1039.00,256.00,728.00,246.00,32.85,-115.57,25645.26,281768.07,149488.27,761041.41,828627.24
61100.00,1.95,29.00,1207.00,301.00,804.00,288.00,32.84,-115.57,24747.06,282309.74,149389.65,761796.05,829389.86
67500.00,3.53,31.00,1494.00,289.00,959.00,284.00,32.83,-115.57,23866.88,282854.73,149299.24,762551.56,830153.26
90800.00,4.88,20.00,1608.00,274.00,862.00,248.00,32.85,-115.59,25374.79,280136.26,147628.09,759669.51,827267.83
83200.00,4.13,3.00,1629.00,317.00,1005.00,312.00,32.87,-115.60,27101.66,278239.27,146924.75,757473.99,825062.63
102800.00,3.36,19.00,541.00,104.00,457.00,106.00,32.87,-115.49,24283.27,287272.06,157140.89,765050.38,832567.88
125000.00,3.17,23.00,1228.00,235.00,569.00,235.00,32.80,-115.64,18535.97,278863.32,142545.41,760050.91,827716.95
55200.00,2.18,18.00,1564.00,340.00,1161.00,343.00,32.79,-115.69,16641.09,275429.86,137817.05,757422.55,825123.85
93800.00,2.21,44.00,472.00,81.00,206.00,57.00,32.80,-115.73,17996.88,271659.66,134148.96,753949.43,821665.86
87500.00,2.09,16.00,348.00,99.00,123.00,54.00,32.75,-115.72,12359.12,275396.30,134848.11,758473.99,826217.75
112500.00,1.63,19.00,377.00,69.00,198.00,55.00,32.75,-115.64,13314.25,281739.52,142328.08,763875.28,831576.32
96300.00,4.48,5.00,805.00,143.00,458.00,143.00,32.81,-115.58,21820.82,283144.33,148210.43,763381.41,831004.66
67500.00,2.57,34.00,1540.00,316.00,1013.00,274.00,32.82,-115.55,21847.32,285028.78,151081.44,764678.11,832275.31
87500.00,3.66,10.00,1088.00,203.00,533.00,201.00,32.81,-115.58,21820.82,283144.33,148210.43,763381.41,831004.66
69900.00,1.72,17.00,1492.00,426.00,1595.00,428.00,32.80,-115.57,21356.45,284509.52,149077.46,764823.30,832448.14
72600.00,1.19,16.00,1307.00,359.00,961.00,327.00,32.80,-115.57,21356.45,284509.52,149077.46,764823.30,832448.14
93800.00,1.88,16.00,2276.00,594.00,1184.00,513.00,32.80,-115.57,21356.45,284509.52,149077.46,764823.30,832448.14
88500.00,2.62,21.00,1260.00,246.00,805.00,239.00,32.80,-115.48,16647.47,291820.81,157477.45,770992.93,838562.34
79200.00,2.24,18.00,1715.00,337.00,1166.00,333.00,32.77,-115.52,15743.66,290226.31,153602.56,770516.79,838134.37
61200.00,1.74,14.00,1527.00,325.00,1453.00,332.00,32.73,-115.53,13439.91,291684.57,152591.25,772874.78,840527.90
63100.00,2.36,17.00,1190.00,275.00,1113.00,258.00,32.73,-115.52,12677.98,292486.67,153526.65,773556.15,841203.48
142500.00,3.41,13.00,330.00,72.00,822.00,64.00,32.75,-115.50,12837.94,292962.49,155418.63,773401.27,841022.00
61000.00,2.11,23.00,666.00,142.00,580.00,160.00,32.80,-115.55,20101.73,286129.34,150943.98,766191.08,833803.84
53600.00,1.21,22.00,565.00,162.00,692.00,141.00,32.79,-115.55,19265.93,286684.50,150887.49,766948.86,834569.27
56100.00,1.66,30.00,752.00,194.00,733.00,186.00,32.79,-115.54,18649.11,287494.00,151821.23,767632.85,835247.23
60400.00,1.28,23.00,1712.00,403.00,1370.00,377.00,32.79,-115.54,18649.11,287494.00,151821.23,767632.85,835247.23
59600.00,1.64,23.00,1004.00,221.00,697.00,201.00,32.79,-115.55,19265.93,286684.50,150887.49,766948.86,834569.27
68600.00,4.57,33.00,1192.00,213.00,1066.00,211.00,32.80,-115.57,21356.45,284509.52,149077.46,764823.30,832448.14
63900.00,2.20,25.00,1311.00,375.00,1193.00,351.00,32.80,-115.56,20717.48,285319.07,150010.71,765506.96,833125.78
59400.00,1.60,28.00,1672.00,416.00,1335.00,397.00,32.80,-115.56,20717.48,285319.07,150010.71,765506.96,833125.78
